section_id,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S006640,0,,0,,0,,0,,0,,1,"Discusses virtual items (Coins, Gifts, Diamonds) and live streaming features, which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006636,1,"The section states user responsibility for losses due to incorrect information, implying platform rules and consequences.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006637,1,"The section contains explicit platform-issued rules about what users cannot do with Diamonds ('users cannot purchase Diamonds', 'No Diamonds may be assigned or transferred', 'Diamonds cannot be exchanged'). This asserts platform authority over virtual goods.",0,,1,"The section prohibits certain actions related to virtual currency (Diamonds), which can be seen as a form of platform governance to prevent misuse or fraud, thus indirectly related to maintaining a safe and orderly platform environment for transactions.",0,,0,,0,"While Diamonds are related to monetization and gifting, the section focuses on prohibitions and restrictions, not affirmative mechanisms for user participation or engagement.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006642,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006641,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006643,1,"The section states 'We may make the following products and incentives available to you on our Platform from time to time', indicating platform authority over offerings.",0,,0,,0,,0,,1,"The section discusses user eligibility for buying Coins, sending Gifts, earning Diamonds, and withdrawing Diamonds, which are mechanisms for user participation and monetization.",0,,1,The phrase 'We may make the following products and incentives available to you on our Platform from time to time' suggests platform evolution and enhancement of features.,0,,0,,0,,0,,0,,0,,0,,0,
S006639,0,,0,,0,,0,,0,,1,"Discusses monetization mechanisms (Coins, Gifts) and user participation in exchanging them.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006638,1,"The section discusses the platform's terms regarding the purchase of Coins and the loss of the right to cancel, indicating platform authority over transactions.",0,,0,,0,,0,,1,"The section discusses how Coins can be used to purchase Virtual Gifts, which is a mechanism for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006645,1,"The section states 'we may terminate your account', indicating platform authority.",0,,0,,1,"The section states 'You may cancel your account at any time', indicating user-selectable options.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006644,1,"Contains 'We also reserve the right', 'We reserve the right', and 'We may cancel', indicating platform authority.",0,,0,,0,,0,,1,"Discusses 'taxes', 'payments', 'Diamonds', and 'incentive', relating to user participation and monetization.",0,,0,,0,,1,"Mentions 'report to tax authorities' and 'certifications from you in relation to taxes', indicating formal reporting and accountability mechanisms.",0,,0,,0,,0,,0,,0,
S006647,1,"Contains 'we may replace', 'we determine in our sole discretion', 'we will not charge', 'we reserve the right to terminate or take other appropriate action'.",0,,1,"The second sentence describes account termination for abusing the Program or policy, which is a safety/enforcement measure.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006648,1,"Contains 'We may cancel' and 'you shall have no right or entitlement', indicating platform authority over incentives and user rights.",0,,0,,0,,0,,1,"Discusses 'Diamond incentive', 'Gifts', and 'cash conversion', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006649,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006646,0,,0,,0,,0,,0,,1,"Discusses purchasing Gifts, which is a monetization tool and mechanism by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,Discusses monetization (Gifts) but lacks explicit cultural/traditional/religious framing.,0,
S006652,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such exchange rate as we see fit in our sole discretion', which is explicit platform-authority language.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006653,0,,0,,0,,1,User can choose to purchase Gifts if aged 18 or older.,0,,1,"Discusses purchasing virtual gifts ('Gifts') by exchanging Coins, which is a monetization/engagement mechanism.",0,,0,,0,,0,,0,,0,,0,,0,,0,"While it discusses monetization (Gifts), there is no explicit cultural/traditional/religious framing.",0,
S006651,1,"The section describes platform-issued rules regarding the transfer and forfeiture of accrued coins, and states that users who violate these restrictions 'may have his or her account terminated us, forfeit Coins from his or her account, and/or be subject to liability for damages and litigation and transaction costs.'",0,,1,"The section describes prohibitions and consequences for violating rules related to virtual currency (Coins), which can be interpreted as a safety measure to prevent fraud and maintain platform integrity.",0,,0,,1,"The section discusses 'Accrued Coins' and their transferability, which relates to monetization tools and user participation in the platform's economy.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006657,1,"The section describes platform rules regarding Gifts and Diamonds, indicating platform authority over these features.",0,,0,,0,,0,,1,"The section discusses the gifting mechanism and earning Diamonds, which are engagement and monetization features.",0,,0,,1,"The section provides a contact link for users experiencing problems with Gifts, directing them to support resources.",0,,0,,0,,0,,0,,0,,0,
S006654,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006655,1,"The section states 'we do not offer refunds', which is an explicit platform-issued rule.",0,,1,"The section describes a content prohibition ('we do not offer refunds') related to virtual gifts, which can be framed as a safety/policy rule.",0,,0,,1,"The section discusses 'Gifts' and 'Coins', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006660,1,"Contains explicit platform-authority language: 'we may replace', 'sole discretion'.",0,,0,,0,,0,,1,"Discusses monetization mechanisms (Gifts, Coins, cash exchange) and user participation in these systems.",0,,0,,0,,0,,0,,0,,0,,0,,0,"While it discusses monetization (Gifts, Coins), there is no explicit cultural/traditional/religious framing.",0,
S006659,0,,0,,0,,0,,0,,1,"Discusses earning Diamonds in a live stream product, which relates to monetization tools and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006656,1,"The section states 'You will be responsible for the payment of any Coins purchased by you', which is a rule issued by the platform regarding user responsibility.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006650,0,,0,,0,,1,The section describes users selecting to purchase virtual gifts by exchanging Coins.,0,,1,"The section discusses the purchase of virtual gifts ('Gifts') by exchanging Coins, which is a monetization mechanism.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006663,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006661,0,,0,,0,,1,User can choose to withdraw Diamonds by selecting relevant options in their account.,0,,1,Discusses monetization mechanisms (Diamonds for monetary compensation).,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006662,0,,0,,0,,1,The section discusses user-selectable options regarding age and parental permission for program participation.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006664,1,"The section describes platform-issued rules regarding the transfer and forfeiture of accrued coins, and states that users who violate these restrictions 'may have his or her account terminated us, forfeit Coins from his or her account, and/or be subject to liability for damages and litigation and transaction costs.'",0,,1,"The section describes prohibitions and consequences for violating rules related to virtual currency (Coins), which can be interpreted as a safety measure to prevent fraud and maintain platform integrity.",0,,0,,1,"The section discusses 'Accrued Coins' and their transferability, which relates to monetization tools and user participation in the platform's economy.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006665,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006670,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such Coins', indicating platform authority.",0,,0,,0,,0,,1,"The section discusses Coins, which are related to monetization and user participation in the platform's economy.",0,,0,,0,,1,"The section mentions 'liability for damages and litigation and transaction costs' and the user's agreement to the platform's rights, implying a framework for accountability and user recourse.",0,,0,,0,,0,,0,,0,
S006666,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006667,1,"Contains 'we may replace', 'we determine in our sole discretion', 'we will not charge', 'we reserve the right to terminate or take other appropriate action'.",0,,1,"The second sentence describes account termination for abusing the Program or policy, which is a safety/enforcement measure.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006668,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006669,1,"The section discusses platform rules regarding incentives, refunds, and forfeiture of payments, indicating platform authority and enforcement.",0,,0,,0,,0,,1,"The section discusses 'Diamond incentive', 'financial compensation', 'Gifts purchased', and 'payment withdrawn', which relate to user participation in monetization and gifting mechanisms.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006671,0,,0,,0,,0,,0,,1,"Discusses usage of coins within the Platform and Services, which relates to monetization tools and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006673,1,The phrase 'we do not offer refunds' is a platform-issued rule.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006672,1,"The section states 'exclusively at the discretion of the Platform' and discusses criteria for user selection, indicating platform authority.",0,,0,,1,"The section outlines conditions under which users can perform actions like buying Coins and Gifts, indicating user-selectable options related to monetization.",0,,1,"The section discusses user eligibility for monetization features like buying/sending Gifts and earning/withdrawing Diamonds, which are mechanisms for user participation and engagement.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006674,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006678,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006675,1,"The section states 'You will be responsible for the payment of any Coins purchased by you', which is a rule issued by the platform regarding user responsibility.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006680,0,,0,,0,,1,The section describes users selecting to purchase virtual gifts by exchanging Coins.,0,,1,"The section discusses the purchase of virtual gifts ('Gifts') by exchanging Coins, which is a monetization mechanism.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006677,1,"Contains 'We may cancel' and 'you shall have no right or entitlement', indicating platform authority over incentives and user rights.",0,,0,,0,,0,,1,"Discusses 'Diamond incentive', 'Gifts', and 'cash conversion', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006679,1,"The section states user responsibility for losses due to incorrect information, implying platform rules and consequences.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006682,0,,0,,0,,0,,0,,1,"Discusses usage of coins within the Platform and Services, which relates to monetization tools and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006676,1,"Contains explicit platform-authority language: 'we may replace', 'sole discretion'.",0,,0,,0,,0,,1,"Discusses monetization mechanisms (Gifts, Coins, cash exchange) and user participation in these systems.",0,,0,,0,,0,,0,,0,,0,,0,,0,"While it discusses monetization (Gifts, Coins), there is no explicit cultural/traditional/religious framing.",0,
S006681,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006683,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such exchange rate as we see fit in our sole discretion', which is explicit platform-authority language.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006686,1,"Contains 'We also reserve the right', 'We reserve the right', and 'We may cancel', indicating platform authority.",0,,0,,0,,0,,1,"Discusses 'taxes', 'payments', 'Diamonds', and 'incentive', relating to user participation and monetization.",0,,0,,0,,1,"Mentions 'report to tax authorities' and 'certifications from you in relation to taxes', indicating formal reporting and accountability mechanisms.",0,,0,,0,,0,,0,,0,
S006685,0,,0,,0,,1,User can choose to purchase Gifts if aged 18 or older.,0,,1,"Discusses purchasing virtual gifts ('Gifts') by exchanging Coins, which is a monetization/engagement mechanism.",0,,0,,0,,0,,0,,0,,0,,0,,0,"While it discusses monetization (Gifts), there is no explicit cultural/traditional/religious framing.",0,
S006687,0,,0,,0,,0,,0,,1,"Discusses purchasing virtual coins, which is a mechanism by which users participate in monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006684,1,"The section states 'We may make the following products and incentives available to you on our Platform from time to time', indicating platform authority over offerings.",0,,0,,0,,0,,1,"The section discusses user eligibility for buying Coins, sending Gifts, earning Diamonds, and withdrawing Diamonds, which are mechanisms for user participation and monetization.",0,,1,The phrase 'We may make the following products and incentives available to you on our Platform from time to time' suggests platform evolution and enhancement of features.,0,,0,,0,,0,,0,,0,,0,,0,
S006689,1,"The section states 'You will be responsible for the payment of any Coins purchased by you', which is a rule issued by the platform regarding user responsibility.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006688,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006690,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006694,1,"The section states 'We may make the following products and incentives available to you on our Platform from time to time', indicating platform authority over offerings.",0,,0,,0,,0,,1,"The section discusses user eligibility for buying Coins, sending Gifts, earning Diamonds, and withdrawing Diamonds, which are mechanisms for user participation and monetization.",0,,1,The phrase 'We may make the following products and incentives available to you on our Platform from time to time' suggests platform evolution and enhancement of features.,0,,0,,0,,0,,0,,0,,0,,0,
S006695,1,"The section states 'we do not offer refunds', which is an explicit platform-issued rule.",0,,1,"The section describes a content prohibition ('we do not offer refunds') related to virtual gifts, which can be framed as a safety/policy rule.",0,,0,,1,"The section discusses 'Gifts' and 'Coins', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006691,1,"The section contains explicit prohibitions framed as platform rules: 'No Diamonds may be assigned or transferred...', 'Diamonds cannot be exchanged...', 'The sale, barter, assignment, exchange, transfer or other disposal... is expressly prohibited.'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006658,0,,0,,0,,0,,0,,1,"Discusses purchasing Gifts, which is a monetization tool and mechanism by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,Discusses monetization (Gifts) but lacks explicit cultural/traditional/religious framing.,0,
S006693,1,"The section discusses the platform's terms regarding the purchase of Coins and the loss of the right to cancel, indicating platform authority over transactions.",0,,0,,0,,0,,1,"The section discusses how Coins can be used to purchase Virtual Gifts, which is a mechanism for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006692,1,"The section contains explicit prohibitions framed as platform-issued rules: 'expressly prohibited', 'Any Coins assigned... are void'.",0,,1,"The section prohibits certain actions related to Coins, which can be interpreted as a safety measure to prevent fraud or misuse within the platform's economy.",0,,0,,1,"The section discusses 'Coins', which are related to monetization and virtual gifts, mechanisms by which users participate and engage on the platform.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006696,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such Coins', indicating platform authority.",0,,0,,0,,0,,1,"The section discusses Coins, which are related to monetization and user participation in the platform's economy.",0,,0,,0,,1,"The section mentions 'liability for damages and litigation and transaction costs' and the user's agreement to the platform's rights, implying a framework for accountability and user recourse.",0,,0,,0,,0,,0,,0,
S006697,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006698,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006700,1,"Contains explicit platform-authority language: 'we may replace', 'sole discretion'.",0,,0,,0,,0,,1,"Discusses monetization mechanisms (Gifts, Coins, cash exchange) and user participation in these systems.",0,,0,,0,,0,,0,,0,,0,,0,,0,"While it discusses monetization (Gifts, Coins), there is no explicit cultural/traditional/religious framing.",0,
S006701,1,"Contains 'absolute right to manage, regulate, control, modify and/or eliminate... in our sole discretion', and 'we will have no liability to you based on our exercise of such right'.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006699,0,,0,,0,,1,The section describes user-selectable options for program participation based on age and guardian permission.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006703,1,"The section states 'we may terminate your account', indicating platform authority.",0,,0,,1,"The section states 'You may cancel your account at any time', indicating user-selectable options.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006704,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006707,0,,0,,0,,0,,0,,1,"Discusses purchasing virtual coins, which is a mechanism by which users participate in monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006702,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006705,1,"Contains 'We may cancel' and 'you shall have no right or entitlement', indicating platform authority over incentives and user rights.",0,,0,,0,,0,,1,"Discusses 'Diamond incentive', 'Gifts', and 'cash conversion', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006709,1,"The section discusses platform rules regarding incentives, refunds, and forfeiture of payments, indicating platform authority and enforcement.",0,,0,,0,,0,,1,"The section discusses 'Diamond incentive', 'financial compensation', 'Gifts purchased', and 'payment withdrawn', which relate to user participation in monetization and gifting mechanisms.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006710,1,"The section states 'we may terminate your account', indicating platform authority.",0,,0,,1,"The section states 'You may cancel your account at any time', indicating user-selectable options.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006713,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006714,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006712,1,"The section states 'We may make the following products and incentives available to you on our Platform from time to time', indicating platform authority over offerings.",0,,0,,0,,0,,1,"The section discusses user eligibility for buying Coins, sending Gifts, earning Diamonds, and withdrawing Diamonds, which are mechanisms for user participation and monetization.",0,,1,The phrase 'We may make the following products and incentives available to you on our Platform from time to time' suggests platform evolution and enhancement of features.,0,,0,,0,,0,,0,,0,,0,,0,
S006717,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such withdrawal feature as we see fit in our sole discretion', which is explicit platform-authority language.",0,,0,,0,,0,,1,"The section discusses monetary compensation, accrual of Diamonds, and withdrawal of Diamond, which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006711,1,"Contains 'we may replace', 'we determine in our sole discretion', 'we will not charge', 'we reserve the right to terminate or take other appropriate action'.",0,,1,"The second sentence describes account termination for abusing the Program or policy, which is a safety/enforcement measure.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006706,1,"Contains 'we may, at our sole discretion, request you to provide information to verify your identity' and 'We reserve the right to verify your identity'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006716,1,"The section describes platform-issued rules regarding the transfer and forfeiture of accrued coins, and states that users who violate these restrictions 'may have his or her account terminated us, forfeit Coins from his or her account, and/or be subject to liability for damages and litigation and transaction costs.'",0,,1,"The section describes prohibitions and consequences for violating rules related to virtual currency (Coins), which can be interpreted as a safety measure to prevent fraud and maintain platform integrity.",0,,0,,1,"The section discusses 'Accrued Coins' and their transferability, which relates to monetization tools and user participation in the platform's economy.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006718,1,The phrase 'at a rate of conversion to be determined by us from time to time in its absolute and sole discretion' indicates platform authority.,0,,0,,0,,0,,1,"Discusses 'Diamonds' as a measurement of popularity based on 'Gifts' received, which relates to monetization and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006721,1,"The section contains explicit platform-authority language regarding the use and transfer of Coins: 'designated by us', 'expressly permitted by us', 'expressly prohibited'.",0,,0,,0,,0,,1,"The section discusses the use of 'Coins' on the 'Platform' and as part of 'Services', which relates to monetization tools and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006722,0,,0,,0,,0,,0,,1,"Discusses usage of coins within the Platform and Services, which relates to monetization tools and user participation.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006708,1,Contains 'We reserve the right to terminate or take other appropriate action',0,,1,Contains 'We reserve the right to terminate or take other appropriate action against the account of any User that is deemed to be abusing the Program or this Virtual Items Policy.',0,,0,,1,Mentions 'Gifts' and how users can use them to 'rate or show your appreciation for an item of User Content',0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006715,1,"Contains 'absolute right to manage, regulate, control, modify and/or eliminate... in our sole discretion', 'we will have no liability', and 'It is your responsibility to ensure'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006723,1,"The section states 'we may terminate your account', indicating platform authority.",0,,0,,1,"The section states 'You may cancel your account at any time', indicating user-selectable options.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006724,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such Coins', indicating platform authority.",0,,0,,0,,0,,1,"The section discusses Coins, which are related to monetization and user participation in the platform's economy.",0,,0,,0,,1,"The section mentions 'liability for damages and litigation and transaction costs' and the user's agreement to the platform's rights, implying a framework for accountability and user recourse.",0,,0,,0,,0,,0,,0,
S006726,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006725,1,"The section describes platform rules regarding Gifts and Diamonds, indicating platform authority over these features.",0,,0,,0,,0,,1,"The section discusses the gifting mechanism and earning Diamonds, which are engagement and monetization features.",0,,0,,1,"The section provides a contact link for users experiencing problems with Gifts, directing them to support resources.",0,,0,,0,,0,,0,,0,,0,
S006719,1,"The section contains explicit prohibitions framed as platform rules: 'No Diamonds may be assigned or transferred...', 'Diamonds cannot be exchanged...', 'The sale, barter, assignment, exchange, transfer or other disposal... is expressly prohibited.'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006720,1,Contains 'We reserve the right to terminate or take other appropriate action',0,,1,Contains 'We reserve the right to terminate or take other appropriate action against the account of any User that is deemed to be abusing the Program or this Virtual Items Policy.',0,,0,,1,Mentions 'Gifts' and how users can use them to 'rate or show your appreciation for an item of User Content',0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006729,1,"Contains 'we may replace', 'we determine in our sole discretion', 'we will not charge', 'we reserve the right to terminate or take other appropriate action'.",0,,1,"The second sentence describes account termination for abusing the Program or policy, which is a safety/enforcement measure.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006733,1,"Contains explicit platform-authority language: 'we have the absolute right to manage, regulate, control, modify and/or eliminate'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006728,1,"The section states 'account terminated by us', 'forfeit Diamonds from his or her account', and 'be subject to liability for damages', indicating platform authority and enforcement.",0,,0,,0,,0,,1,"The section discusses 'Accrued Diamonds' and 'Diamonds assigned, sold, or otherwise transferred', which relates to monetization tools and user participation in the platform's economy.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006730,1,Contains 'We reserve the right to deduct any applicable taxes prior to making such payment if we determine that we are required to do so by applicable law.',0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006727,1,"The section states 'We may make the following products and incentives available to you on our Platform from time to time', indicating platform authority over offerings.",0,,0,,0,,0,,1,"The section discusses user eligibility for buying Coins, sending Gifts, earning Diamonds, and withdrawing Diamonds, which are mechanisms for user participation and monetization.",0,,1,The phrase 'We may make the following products and incentives available to you on our Platform from time to time' suggests platform evolution and enhancement of features.,0,,0,,0,,0,,0,,0,,0,,0,
S006732,1,"The section contains explicit platform-issued rules about what users cannot do with Diamonds ('users cannot purchase Diamonds', 'No Diamonds may be assigned or transferred', 'Diamonds cannot be exchanged'). This asserts platform authority over virtual goods.",0,,1,"The section prohibits certain actions related to virtual currency (Diamonds), which can be seen as a form of platform governance to prevent misuse or fraud, thus indirectly related to maintaining a safe and orderly platform environment for transactions.",0,,0,,0,"While Diamonds are related to monetization and gifting, the section focuses on prohibitions and restrictions, not affirmative mechanisms for user participation or engagement.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006731,1,"The section discusses the platform's terms regarding the purchase of Coins and the loss of the right to cancel, indicating platform authority over transactions.",0,,0,,0,,0,,1,"The section discusses how Coins can be used to purchase Virtual Gifts, which is a mechanism for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006738,0,,0,,0,,0,,0,,1,"The section describes the TikTok Live Stream Program and its features, which are mechanisms by which users participate.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006735,1,"Contains 'We may cancel' and 'you shall have no right or entitlement', indicating platform authority over incentives and user rights.",0,,0,,0,,0,,1,"Discusses 'Diamond incentive', 'Gifts', and 'cash conversion', which are mechanisms for user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006740,0,,0,,0,,1,Describes user-selectable options for contributing Gifts and the public visibility of these actions.,0,,1,"Describes mechanisms by which users participate: contributing Gifts, monetization of User Content via Gifts and Diamonds.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006734,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006736,1,"The section describes platform rules regarding Gifts and Diamonds, indicating platform authority over these features.",0,,0,,0,,0,,1,"The section discusses the gifting mechanism and earning Diamonds, which are engagement and monetization features.",0,,0,,1,"The section provides a contact link for users experiencing problems with Gifts, directing them to support resources.",0,,0,,0,,0,,0,,0,,0,
S006737,1,The phrase 'we do not offer refunds' is a platform-issued rule.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006739,0,,0,,0,,1,The section describes user-selectable options for program participation based on age and guardian permission.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S006742,1,"The section states 'we have the absolute right to manage, regulate, control, modify and/or eliminate such Diamonds as it sees fit in its sole discretion', which is explicit platform-authority language.",0,,0,,1,"The section states 'A Content Provider can choose, by selecting the relevant options in their user account, to withdraw Diamonds'.",0,,1,The section discusses 'Diamonds' which are related to monetization and user participation in the platform's economy.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
